"Subscription Name","Friendly Subscription Name","Subscribed Date","Total Licenses","Subscription Type","License Expiry Date/Next LifeCycle Activity Date","Friendly Expiry Date","Status"
"ENTERPRISEPREMIUM","Enterprise E5 (with Audio Conferencing)","04/25/2020 00:00:00 (5 days ago)","25","Trial","25/05/2020 00:00:00","Will expire in 24 days","Enabled"
